x,y,z
1.400000000000000000e+02,5.300000000000000000e+01,1.280000000000000000e+02
1.370000000000000000e+02,5.700000000000000000e+01,1.360000000000000000e+02
3.500000000000000000e+01,1.540000000000000000e+02,1.380000000000000000e+02
3.100000000000000000e+01,1.630000000000000000e+02,1.080000000000000000e+02
3.100000000000000000e+01,1.470000000000000000e+02,1.420000000000000000e+02
2.900000000000000000e+01,1.550000000000000000e+02,1.150000000000000000e+02
2.900000000000000000e+01,1.480000000000000000e+02,1.180000000000000000e+02
