x,y,z
1.500000000000000000e+02,8.700000000000000000e+01,1.360000000000000000e+02
1.490000000000000000e+02,1.280000000000000000e+02,1.010000000000000000e+02
1.470000000000000000e+02,1.280000000000000000e+02,1.020000000000000000e+02
1.470000000000000000e+02,1.150000000000000000e+02,1.130000000000000000e+02
1.470000000000000000e+02,1.070000000000000000e+02,1.270000000000000000e+02
5.100000000000000000e+01,1.200000000000000000e+02,1.320000000000000000e+02
4.100000000000000000e+01,1.060000000000000000e+02,1.280000000000000000e+02
3.500000000000000000e+01,1.150000000000000000e+02,1.190000000000000000e+02
