index,axis-0,axis-1,axis-2,axis-3
0.0,0.0,330.0,448.6228059149254,685.8668147602466
1.0,0.0,330.0,473.1926239937003,666.1191105100163
2.0,0.0,323.0,438.7489537898103,705.384894542451
3.0,0.0,312.0,463.778020804637,688.8519328445838
4.0,0.0,309.0,492.48107930787864,675.0744647630278
